patient	mandard_group	sample_type	cellgp	gene	logcpm	response
P06	NA	Baseline	Treg	CXCR2	0	NA
P06	NA	Baseline	Treg	CXCR3	4.128602089092197	NA
P06	NA	Baseline	cytotoxic CD8	CCR5	3.824542323582892	NA
P06	NA	Baseline	Treg	CCR6	5.958255606149503	NA
P06	NA	Baseline	cytotoxic CD8	CXCR1	0.4359850756718978	NA
P06	NA	Baseline	cytotoxic CD8	CCR4	2.824237042937517	NA
P06	NA	Baseline	cytotoxic CD8	CXCR4	7.96844320136193	NA
P06	NA	Baseline	exhausted CD8	ACKR3	1.1564731377760091	NA
P06	NA	Baseline	cytotoxic CD8	CCR6	3.551974213248724	NA
P06	NA	Baseline	exhausted CD8	CXCR2	0	NA
P06	NA	Baseline	exhausted CD8	CXCR4	7.4636025085151445	NA
P06	NA	Baseline	exhausted CD8	CCR6	3.8904205028345693	NA
P06	NA	Baseline	exhausted CD8	CCR4	3.516920209308397	NA
P06	NA	Baseline	exhausted CD8	CXCR3	4.491300870731662	NA
P06	NA	Baseline	exhausted CD8	CXCR1	0	NA
P06	NA	Baseline	exhausted CD8	CCR2	1.6784797672189735	NA
P06	NA	Baseline	cytotoxic CD8	CCR2	2.022583922982224	NA
P06	NA	Baseline	exhausted CD8	CCR5	3.8331546684837594	NA
P07	poor	Treat	Treg	ACKR3	2.075161952557749	NR
P07	poor	Baseline	Treg	CXCR3	4.026544325674129	NR
P07	poor	Baseline	Treg	CXCR1	0	NR
P07	poor	Baseline	Treg	CCR6	5.685103181032234	NR
P07	poor	Baseline	Treg	ACKR3	1.2104015261885377	NR
P07	poor	Treat	Treg	CXCR4	7.080920127708376	NR
P07	poor	Treat	Treg	CCR4	4.954873733593001	NR
P07	poor	Treat	exhausted CD8	CCR2	1.3730000921780137	NR
P07	poor	Treat	Treg	CCR2	1.7305737144276572	NR
P07	poor	Baseline	Treg	CXCR4	6.996937177351738	NR
P07	poor	Treat	cytotoxic CD8	CX3CR1	3.1945524704398167	NR
P07	poor	Treat	exhausted CD8	CXCR3	4.42509684569566	NR
P07	poor	Treat	exhausted CD8	CXCR4	6.738024528737146	NR
P07	poor	Baseline	Treg	CXCR2	0	NR
P07	poor	Treat	exhausted CD8	ACKR3	2.9276166437423408	NR
P07	poor	Baseline	cytotoxic CD8	CCR5	3.50336747114227	NR
P07	poor	Baseline	cytotoxic CD8	CXCR1	0	NR
P07	poor	Treat	NK	CXCR4	6.648486196991763	NR
P07	poor	Baseline	exhausted CD8	CXCR3	4.323392024136716	NR
P07	poor	Treat	cytotoxic CD8	ACKR3	0	NR
P07	poor	Treat	Treg	CXCR2	0.5732266397011532	NR
P07	poor	Treat	Treg	CXCR3	4.508459837537941	NR
P07	poor	Baseline	exhausted CD8	CX3CR1	1.0677485846988959	NR
P07	poor	Baseline	Treg	CCR2	0.30916105799458626	NR
P07	poor	Treat	exhausted CD8	CX3CR1	1.3730000921780137	NR
P07	poor	Baseline	exhausted CD8	CXCR4	7.296149826833928	NR
P07	poor	Baseline	cytotoxic CD8	CXCR2	0.4104621063409583	NR
P07	poor	Treat	exhausted CD8	CCR5	3.074091589768121	NR
P07	poor	Treat	exhausted CD8	CCR6	3.93382309234356	NR
P07	poor	Baseline	cytotoxic CD8	CCR6	3.9013181413815463	NR
P07	poor	Treat	cytotoxic CD8	CXCR4	7.955211356985445	NR
P07	poor	Treat	Treg	CXCR1	0	NR
P07	poor	Baseline	exhausted CD8	CXCR2	0	NR
P07	poor	Treat	exhausted CD8	CXCR2	0	NR
P07	poor	Baseline	other CD8	CCR6	4.4688192218149085	NR
P07	poor	Baseline	exhausted CD8	CXCR1	0	NR
P07	poor	Baseline	exhausted CD8	ACKR3	0	NR
P07	poor	Treat	NK	CX3CR1	1.338275920694804	NR
P07	poor	Baseline	NK	CXCR4	7.7269918803669215	NR
P07	poor	Baseline	cytotoxic CD8	CCR2	2.0606972674003448	NR
P07	poor	Treat	Treg	CCR5	3.3625724776255996	NR
P07	poor	Treat	exhausted CD8	CCR4	2.9276166437423408	NR
P07	poor	Treat	cytotoxic CD8	CXCR3	4.676189868981267	NR
P07	poor	Treat	exhausted CD8	CXCR1	0	NR
P07	poor	Treat	NK	CXCR1	0	NR
P07	poor	Treat	NK	CCR4	1.7382604821549759	NR
P07	poor	Baseline	cytotoxic CD8	CXCR4	8.1386924786225	NR
P07	poor	Treat	NK	CXCR2	0	NR
P07	poor	Baseline	Treg	CCR4	4.513144345292336	NR
P07	poor	Baseline	Treg	CCR5	2.7970968523368507	NR
P07	poor	Baseline	NK	CCR6	3.5169633714436572	NR
P07	poor	Baseline	cytotoxic CD8	CCR4	2.705155484922726	NR
P07	poor	Baseline	NK	CXCR1	0	NR
P07	poor	Baseline	NK	CCR5	2.1117471965351555	NR
P07	poor	Baseline	cytotoxic CD8	CXCR3	4.841109745105503	NR
P07	poor	Baseline	cytotoxic CD8	CX3CR1	2.3648808696937884	NR
P07	poor	Treat	cytotoxic CD8	CXCR2	1.1401395431497723	NR
P07	poor	Baseline	cytotoxic CD8	ACKR3	0.22614474565190565	NR
P07	poor	Baseline	Treg	CX3CR1	1.4493949347271988	NR
P07	poor	Baseline	other CD8	CX3CR1	0	NR
P07	poor	Baseline	exhausted CD8	CCR5	3.4512936909345076	NR
P07	poor	Baseline	other CD8	CCR5	3.2443055591628087	NR
P07	poor	Baseline	other CD8	CCR4	3.5221908910984827	NR
P07	poor	Baseline	exhausted CD8	CCR6	4.663300154548834	NR
P07	poor	Baseline	other CD8	CXCR3	4.753631971550984	NR
P07	poor	Baseline	NK	CCR4	1.8636147334078685	NR
P07	poor	Baseline	other CD8	CCR2	0	NR
P07	poor	Treat	Treg	CCR6	4.976462117979837	NR
P07	poor	Treat	cytotoxic CD8	CXCR1	1.4328933340262202	NR
P07	poor	Baseline	exhausted CD8	CCR4	3.618125387417562	NR
P07	poor	Treat	cytotoxic CD8	CCR6	3.1945524704398167	NR
P07	poor	Treat	NK	CCR6	2.8833912879586503	NR
P07	poor	Treat	NK	CXCR3	3.787014298617664	NR
P07	poor	Treat	NK	ACKR3	0	NR
P07	poor	Treat	NK	CCR5	2.64793466206599	NR
P07	poor	Treat	NK	CCR2	0	NR
P07	poor	Baseline	NK	CXCR2	0	NR
P07	poor	Baseline	exhausted CD8	CCR2	0	NR
P07	poor	Baseline	NK	CCR2	0	NR
P07	poor	Treat	cytotoxic CD8	CCR2	2.358248838581186	NR
P07	poor	Treat	cytotoxic CD8	CCR4	2.4541057665575656	NR
P07	poor	Baseline	other CD8	CXCR1	0	NR
P07	poor	Treat	cytotoxic CD8	CCR5	3.3917281445792384	NR
P07	poor	Baseline	NK	CX3CR1	2.310387720698011	NR
P07	poor	Treat	Treg	CX3CR1	1.4099931404183024	NR
P07	poor	Baseline	NK	CXCR3	4.649119880807312	NR
P07	poor	Baseline	other CD8	CXCR2	0	NR
P07	poor	Baseline	other CD8	CXCR4	7.74648174419653	NR
P07	poor	Baseline	other CD8	ACKR3	0	NR
P07	poor	Baseline	NK	ACKR3	1.03519892809913	NR
P08	good	Baseline	NK	CCR6	3.7661352504356262	WR
P08	good	Treat	NK	CCR6	2.3212985133890065	WR
P08	good	Baseline	Treg	CCR5	2.8727157398897725	WR
P08	good	Baseline	cytotoxic CD8	ACKR3	0	WR
P08	good	Baseline	exhausted CD8	CX3CR1	1.3858511248884189	WR
P08	good	Baseline	NK	CXCR1	1.89135812321287	WR
P08	good	Baseline	NK	CXCR2	3.0958656960003985	WR
P08	good	Baseline	NK	CCR5	1.338726317621062	WR
P08	good	Baseline	NK	CX3CR1	4.668443891196138	WR
P08	good	Treat	NK	CCR5	1.7217746897046324	WR
P08	good	Baseline	other CD8	CCR4	3.659282172017116	WR
P08	good	Baseline	exhausted CD8	ACKR3	0	WR
P08	good	Baseline	Treg	CCR6	6.120564751861369	WR
P08	good	Baseline	cytotoxic CD8	CX3CR1	2.427184562455082	WR
P08	good	Baseline	NK	CCR2	0	WR
P08	good	Baseline	NK	CCR4	2.712766512927712	WR
P08	good	Treat	cytotoxic CD8	CCR4	2.898637144819137	WR
P08	good	Treat	NK	CCR2	0	WR
P08	good	Baseline	other CD8	CCR2	0	WR
P08	good	Treat	NK	CCR4	0	WR
P08	good	Treat	Treg	CX3CR1	0	WR
P08	good	Treat	Treg	CXCR3	4.319625055265524	WR
P08	good	Treat	NK	CXCR3	3.6311333998961683	WR
P08	good	Baseline	exhausted CD8	CXCR4	7.2168528401353935	WR
P08	good	Baseline	Treg	CCR2	0.30948048260328	WR
P08	good	Baseline	other CD8	ACKR3	0	WR
P08	good	Baseline	other CD8	CX3CR1	1.0956862069819582	WR
P08	good	Baseline	Treg	CXCR1	0	WR
P08	good	Baseline	cytotoxic CD8	CCR4	2.3884560800445147	WR
P08	good	Baseline	exhausted CD8	CCR2	0	WR
P08	good	Baseline	other CD8	CCR5	3.551081485471561	WR
P08	good	Baseline	other CD8	CCR6	4.944398770211134	WR
P08	good	Baseline	Treg	CCR4	4.570329465014485	WR
P08	good	Treat	Treg	ACKR3	0	WR
P08	good	Baseline	NK	ACKR3	0	WR
P08	good	Treat	Treg	CXCR2	0	WR
P08	good	Baseline	other CD8	CXCR4	7.577839097222077	WR
P08	good	Treat	cytotoxic CD8	CX3CR1	2.2943194894249723	WR
P08	good	Treat	NK	CX3CR1	4.965832401148132	WR
P08	good	Treat	cytotoxic CD8	ACKR3	0	WR
P08	good	Treat	cytotoxic CD8	CXCR4	8.406246832684804	WR
P08	good	Baseline	Treg	CX3CR1	1.607413209165547	WR
P08	good	Baseline	cytotoxic CD8	CCR2	1.334180054576169	WR
P08	good	Treat	cytotoxic CD8	CCR2	2.3283183830446306	WR
P08	good	Baseline	NK	CXCR3	4.4141463327907475	WR
P08	good	Baseline	other CD8	CXCR1	1.6059255855714767	WR
P08	good	Baseline	NK	CXCR4	7.815565174878395	WR
P08	good	Treat	Treg	CXCR4	8.07546417029876	WR
P08	good	Treat	NK	CXCR2	3.1768965086080585	WR
P08	good	Treat	cytotoxic CD8	CXCR1	0.29489688565665656	WR
P08	good	Baseline	other CD8	CXCR2	0	WR
P08	good	Treat	Treg	CCR2	1.6331592350059998	WR
P08	good	Treat	NK	ACKR3	0	WR
P08	good	Treat	cytotoxic CD8	CXCR3	4.882963776376553	WR
P08	good	Treat	cytotoxic CD8	CCR5	3.7890973814154516	WR
P08	good	Baseline	cytotoxic CD8	CXCR4	8.034618142979909	WR
P08	good	Baseline	cytotoxic CD8	CXCR1	0.357876837363127	WR
P08	good	Baseline	cytotoxic CD8	CXCR2	1.0010574535785626	WR
P08	good	Treat	cytotoxic CD8	CCR6	3.087502562799065	WR
P08	good	Baseline	other CD8	CXCR3	4.774768144486135	WR
P08	good	Treat	NK	CXCR1	2.96412768231685	WR
P08	good	Treat	Treg	CXCR1	0	WR
P08	good	Baseline	Treg	CXCR4	6.775014414126776	WR
P08	good	Baseline	cytotoxic CD8	CXCR3	4.538092251838235	WR
P08	good	Treat	NK	CXCR4	8.083355117265949	WR
P08	good	Treat	cytotoxic CD8	CXCR2	0.863713026008853	WR
P08	good	Baseline	cytotoxic CD8	CCR5	3.8042044500182977	WR
P08	good	Treat	Treg	CCR6	5.2279008302950025	WR
P08	good	Baseline	exhausted CD8	CXCR1	0.7881350262261635	WR
P08	good	Baseline	exhausted CD8	CXCR2	0.46978203568729415	WR
P08	good	Baseline	exhausted CD8	CXCR3	4.376430494648307	WR
P08	good	Treat	Treg	CCR5	3.072698998781916	WR
P08	good	Baseline	Treg	ACKR3	1.155717579852686	WR
P08	good	Baseline	Treg	CXCR3	4.583389012449381	WR
P08	good	Baseline	exhausted CD8	CCR6	4.733856691447695	WR
P08	good	Baseline	cytotoxic CD8	CCR6	4.805057233705763	WR
P08	good	Baseline	exhausted CD8	CCR5	3.2183084472784635	WR
P08	good	Treat	Treg	CCR4	4.825114518538046	WR
P08	good	Baseline	Treg	CXCR2	0.16666503689013634	WR
P08	good	Baseline	exhausted CD8	CCR4	3.1940163362036955	WR
P09	poor	Baseline	exhausted CD8	ACKR3	0	NR
P09	poor	Baseline	exhausted CD8	CXCR3	4.746586545675837	NR
P09	poor	Baseline	exhausted CD8	CXCR4	6.98118692987415	NR
P09	poor	Treat	exhausted CD8	CXCR2	0	NR
P09	poor	Treat	exhausted CD8	CCR6	3.591705669572356	NR
P09	poor	Treat	cytotoxic CD8	CXCR2	0	NR
P09	poor	Baseline	exhausted CD8	CXCR2	0.4628596648992534	NR
P09	poor	Treat	cytotoxic CD8	CXCR3	4.770385988111243	NR
P09	poor	Treat	cytotoxic CD8	CCR6	3.5316459237280355	NR
P09	poor	Baseline	NK	CX3CR1	4.689345979602491	NR
P09	poor	Treat	exhausted CD8	CXCR1	0.23380846069691497	NR
P09	poor	Treat	Treg	CCR6	5.364670011747767	NR
P09	poor	Treat	Treg	ACKR3	0	NR
P09	poor	Treat	cytotoxic CD8	CCR4	2.1730791268201783	NR
P09	poor	Treat	NK	CXCR3	4.253865914127864	NR
P09	poor	Treat	cytotoxic CD8	CCR2	0.4421778010324632	NR
P09	poor	Baseline	exhausted CD8	CXCR1	0	NR
P09	poor	Baseline	exhausted CD8	CCR5	3.650005078192902	NR
P09	poor	Treat	other CD8	CXCR3	4.295823900314324	NR
P09	poor	Treat	Treg	CX3CR1	0.5508843629668687	NR
P09	poor	Treat	exhausted CD8	CXCR3	4.280137451479174	NR
P09	poor	Treat	Treg	CXCR3	5.236458821739203	NR
P09	poor	Treat	Treg	CXCR2	0	NR
P09	poor	Treat	Treg	CXCR1	0	NR
P09	poor	Baseline	NK	CXCR3	3.9776989994253538	NR
P09	poor	Baseline	exhausted CD8	CCR6	3.200484356223662	NR
P09	poor	Baseline	NK	CCR6	2.373073418912151	NR
P09	poor	Baseline	NK	CXCR2	2.942524963369361	NR
P09	poor	Baseline	cytotoxic CD8	ACKR3	0.34974366271218726	NR
P09	poor	Treat	cytotoxic CD8	CCR5	3.5997726014128957	NR
P09	poor	Baseline	other CD8	CCR2	2.306472410626041	NR
P09	poor	Baseline	other CD8	CCR4	2.5689361514736353	NR
P09	poor	Baseline	Treg	CCR5	2.4202222960921986	NR
P09	poor	Treat	Treg	CXCR4	7.5235852828352945	NR
P09	poor	Baseline	Treg	CCR6	5.849805384583923	NR
P09	poor	Baseline	Treg	CXCR2	0	NR
P09	poor	Baseline	exhausted CD8	CCR2	2.265189759468585	NR
P09	poor	Treat	Treg	CCR5	2.6550823384906463	NR
P09	poor	Baseline	NK	CXCR1	2.0459333195606515	NR
P09	poor	Baseline	cytotoxic CD8	CXCR4	7.920497469819193	NR
P09	poor	Baseline	NK	CCR5	2.0459333195606515	NR
P09	poor	Baseline	other CD8	CXCR3	4.800073243888464	NR
P09	poor	Treat	cytotoxic CD8	CXCR1	0.17005001027502487	NR
P09	poor	Baseline	exhausted CD8	CX3CR1	0.33103385107538397	NR
P09	poor	Baseline	Treg	CXCR4	6.323369161120458	NR
P09	poor	Baseline	other CD8	CCR5	2.306472410626041	NR
P09	poor	Treat	other CD8	CXCR4	7.640901047316064	NR
P09	poor	Treat	other CD8	CCR6	3.8971483614023352	NR
P09	poor	Treat	other CD8	ACKR3	1.3032413794951627	NR
P09	poor	Treat	other CD8	CX3CR1	0	NR
P09	poor	Treat	NK	ACKR3	0.4197829608108035	NR
P09	poor	Treat	NK	CX3CR1	1.418225976344049	NR
P09	poor	Baseline	exhausted CD8	CCR4	1.5534738949359916	NR
P09	poor	Baseline	NK	CCR2	0	NR
P09	poor	Baseline	cytotoxic CD8	CXCR3	4.841120583126745	NR
P09	poor	Treat	cytotoxic CD8	CX3CR1	0.9094324844845996	NR
P09	poor	Baseline	NK	CXCR4	7.915607703704244	NR
P09	poor	Treat	NK	CXCR1	0.4197829608108035	NR
P09	poor	Treat	cytotoxic CD8	CXCR4	8.132245687187181	NR
P09	poor	Treat	other CD8	CXCR1	0	NR
P09	poor	Treat	NK	CCR4	1.7395326507243714	NR
P09	poor	Treat	other CD8	CXCR2	1.3032413794951627	NR
P09	poor	Baseline	Treg	CXCR1	0	NR
P09	poor	Treat	Treg	CCR4	4.435546904852689	NR
P09	poor	Treat	Treg	CCR2	0.9040452779129886	NR
P09	poor	Baseline	cytotoxic CD8	CCR5	3.294340850779008	NR
P09	poor	Treat	other CD8	CCR5	3.417507151969222	NR
P09	poor	Baseline	NK	CCR4	0.9150789473096581	NR
P09	poor	Treat	NK	CXCR2	1.5371723049109587	NR
P09	poor	Baseline	NK	ACKR3	0.9150789473096581	NR
P09	poor	Baseline	cytotoxic CD8	CCR4	1.6049652118469313	NR
P09	poor	Baseline	Treg	CXCR3	5.152971880584585	NR
P09	poor	Treat	cytotoxic CD8	ACKR3	0.747722853184215	NR
P09	poor	Baseline	Treg	CCR4	4.2110092295743735	NR
P09	poor	Baseline	cytotoxic CD8	CCR6	3.2218900985334566	NR
P09	poor	Treat	other CD8	CCR2	0	NR
P09	poor	Baseline	other CD8	CXCR2	0	NR
P09	poor	Baseline	other CD8	CXCR1	0	NR
P09	poor	Baseline	Treg	CCR2	0.564823769107073	NR
P09	poor	Baseline	cytotoxic CD8	CCR2	2.439525308660385	NR
P09	poor	Baseline	cytotoxic CD8	CX3CR1	2.911056847795805	NR
P09	poor	Treat	NK	CXCR4	7.650210336134039	NR
P09	poor	Baseline	other CD8	CCR6	4.578984865332332	NR
P09	poor	Treat	exhausted CD8	CX3CR1	0.23380846069691497	NR
P09	poor	Treat	NK	CCR5	2.6784437515779467	NR
P09	poor	Treat	NK	CCR2	0	NR
P09	poor	Baseline	Treg	ACKR3	1.2966382426441723	NR
P09	poor	Baseline	cytotoxic CD8	CXCR2	0.9023797912438357	NR
P09	poor	Treat	exhausted CD8	CCR5	3.4966106183617955	NR
P09	poor	Baseline	Treg	CX3CR1	2.350348231129261	NR
P09	poor	Treat	exhausted CD8	CXCR4	7.87734735399764	NR
P09	poor	Baseline	other CD8	CX3CR1	0	NR
P09	poor	Baseline	other CD8	CXCR4	7.406157260194353	NR
P09	poor	Baseline	cytotoxic CD8	CXCR1	0	NR
P09	poor	Treat	exhausted CD8	CCR2	0.12372202171424951	NR
P09	poor	Treat	exhausted CD8	ACKR3	0.4231772876274067	NR
P09	poor	Treat	other CD8	CCR4	3.1112761988508506	NR
P09	poor	Treat	NK	CCR6	2.389770909998172	NR
P09	poor	Treat	exhausted CD8	CCR4	2.3745235120984107	NR
P09	poor	Baseline	other CD8	ACKR3	1.3895348409651458	NR
P10	NA	Baseline	other CD8	CCR6	4.3046790362862515	NA
P10	NA	Baseline	exhausted CD8	CCR2	1.105102833332459	NA
P10	NA	Baseline	cytotoxic CD8	CX3CR1	3.2082786538825787	NA
P10	NA	Baseline	other CD8	CXCR4	7.381619423159778	NA
P10	NA	Baseline	Treg	CXCR3	4.955066972966211	NA
P10	NA	Baseline	NK	CCR6	2.5440740502404986	NA
P10	NA	Baseline	Treg	CCR4	4.214727212730163	NA
P10	NA	Baseline	Treg	CCR2	1.7513801133691103	NA
P10	NA	Baseline	cytotoxic CD8	CXCR2	0.5980114076719502	NA
P10	NA	Baseline	exhausted CD8	CXCR2	1.105102833332459	NA
P10	NA	Baseline	cytotoxic CD8	CCR6	2.8228250438021023	NA
P10	NA	Baseline	Treg	CXCR1	0	NA
P10	NA	Baseline	exhausted CD8	CCR4	2.9536498316264317	NA
P10	NA	Baseline	Treg	CCR5	2.9157516102276757	NA
P10	NA	Baseline	exhausted CD8	CXCR1	0	NA
P10	NA	Baseline	NK	CCR5	2.40292938232595	NA
P10	NA	Baseline	cytotoxic CD8	CCR4	2.0212815139075726	NA
P10	NA	Baseline	cytotoxic CD8	CXCR1	0.5980114076719502	NA
P10	NA	Baseline	exhausted CD8	CX3CR1	1.7998660889835345	NA
P10	NA	Baseline	other CD8	CX3CR1	2.5705970250580563	NA
P10	NA	Baseline	cytotoxic CD8	ACKR3	0.5980114076719502	NA
P10	NA	Baseline	other CD8	CXCR1	0	NA
P10	NA	Baseline	NK	CX3CR1	4.08861433899985	NA
P10	NA	Baseline	cytotoxic CD8	CXCR4	7.53568402520635	NA
P10	NA	Baseline	other CD8	CCR5	3.3381035635601806	NA
P10	NA	Baseline	Treg	CXCR4	6.181268629828598	NA
P10	NA	Baseline	other CD8	CCR4	3.664379934136048	NA
P10	NA	Baseline	NK	CXCR4	7.139891229965085	NA
P10	NA	Baseline	Treg	CXCR2	0.4670735723064862	NA
P10	NA	Baseline	cytotoxic CD8	CCR5	3.370799933782067	NA
P10	NA	Baseline	cytotoxic CD8	CCR2	2.124234506715988	NA
P10	NA	Baseline	other CD8	ACKR3	1.0335559834365162	NA
P10	NA	Baseline	Treg	CCR6	5.681877488832676	NA
P10	NA	Baseline	exhausted CD8	ACKR3	1.3935932697921072	NA
P10	NA	Baseline	NK	CCR2	0.9842929239101761	NA
P10	NA	Baseline	NK	ACKR3	1.9265404735561014	NA
P10	NA	Baseline	NK	CXCR2	2.041697688620476	NA
P10	NA	Baseline	cytotoxic CD8	CXCR3	4.946562352386565	NA
P10	NA	Baseline	exhausted CD8	CCR5	3.341579073564192	NA
P10	NA	Baseline	Treg	CX3CR1	1.939200216841931	NA
P10	NA	Baseline	exhausted CD8	CCR6	4.016877384399012	NA
P10	NA	Baseline	exhausted CD8	CXCR3	4.884843568141446	NA
P10	NA	Baseline	Treg	ACKR3	2.144843489741352	NA
P10	NA	Baseline	NK	CXCR3	4.2076554781393085	NA
P10	NA	Baseline	exhausted CD8	CXCR4	6.175117619957601	NA
P10	NA	Baseline	other CD8	CXCR2	0.47230184241013773	NA
P10	NA	Baseline	other CD8	CXCR3	4.766527728377095	NA
P10	NA	Baseline	NK	CXCR1	0.9842929239101761	NA
P10	NA	Baseline	other CD8	CCR2	1.7629228205984746	NA
P10	NA	Baseline	NK	CCR4	1.9265404735561014	NA
P11	NA	Baseline	cytotoxic CD8	CXCR1	0	NA
P11	NA	Baseline	cytotoxic CD8	CCR6	2.7538622044287426	NA
P11	NA	Baseline	cytotoxic CD8	CCR2	1.8807639191619059	NA
P11	NA	Baseline	NK	CXCR2	1.379524617834295	NA
P11	NA	Baseline	other CD8	CCR5	3.658504082545777	NA
P11	NA	Baseline	Treg	ACKR3	1.7518440446571404	NA
P11	NA	Baseline	NK	CXCR3	4.727241525274062	NA
P11	NA	Baseline	NK	ACKR3	0.9108786085642153	NA
P11	NA	Baseline	NK	CCR6	2.389683612614943	NA
P11	NA	Baseline	NK	CXCR1	0	NA
P11	NA	Baseline	other CD8	CCR6	4.3888078997203275	NA
P11	NA	Baseline	other CD8	ACKR3	0.9459021697841087	NA
P11	NA	Baseline	exhausted CD8	CCR2	2.368636739025967	NA
P11	NA	Baseline	other CD8	CCR4	3.1377480899494827	NA
P11	NA	Baseline	cytotoxic CD8	CX3CR1	1.1479364369616483	NA
P11	NA	Baseline	NK	CX3CR1	3.0118310458699233	NA
P11	NA	Baseline	exhausted CD8	CXCR3	4.78958587247887	NA
P11	NA	Baseline	cytotoxic CD8	CCR4	2.4016323716922994	NA
P11	NA	Baseline	NK	CCR2	1.0925970062380248	NA
P11	NA	Baseline	Treg	CXCR4	6.716260772946136	NA
P11	NA	Baseline	cytotoxic CD8	CCR5	3.8556891070839825	NA
P11	NA	Baseline	Treg	CCR2	1.8634552109979823	NA
P11	NA	Baseline	cytotoxic CD8	ACKR3	0.4304312603831251	NA
P11	NA	Baseline	NK	CXCR4	7.795626451985845	NA
P11	NA	Baseline	other CD8	CCR2	2.0903950735965764	NA
P11	NA	Baseline	Treg	CXCR3	5.169242409714367	NA
P11	NA	Baseline	cytotoxic CD8	CXCR2	0	NA
P11	NA	Baseline	cytotoxic CD8	CXCR4	8.14414321343772	NA
P11	NA	Baseline	exhausted CD8	CX3CR1	1.4006242655262944	NA
P11	NA	Baseline	other CD8	CXCR4	7.9502359110125	NA
P11	NA	Baseline	NK	CCR5	3.126852264835591	NA
P11	NA	Baseline	NK	CCR4	1.7842346954459671	NA
P11	NA	Baseline	other CD8	CX3CR1	0	NA
P11	NA	Baseline	Treg	CCR5	3.1980912297207658	NA
P11	NA	Baseline	Treg	CCR4	4.200085297709065	NA
P11	NA	Baseline	Treg	CX3CR1	1.6909904433272307	NA
P11	NA	Baseline	exhausted CD8	CXCR2	0	NA
P11	NA	Baseline	cytotoxic CD8	CXCR3	5.2441331899624455	NA
P11	NA	Baseline	Treg	CXCR2	0.15716320528404018	NA
P11	NA	Baseline	exhausted CD8	CXCR4	6.5899177855340145	NA
P11	NA	Baseline	Treg	CCR6	5.406827761403543	NA
P11	NA	Baseline	exhausted CD8	ACKR3	0.7027232299464425	NA
P11	NA	Baseline	exhausted CD8	CXCR1	0	NA
P11	NA	Baseline	exhausted CD8	CCR5	3.6294687590326764	NA
P11	NA	Baseline	other CD8	CXCR2	0	NA
P11	NA	Baseline	Treg	CXCR1	0.15716320528404018	NA
P11	NA	Baseline	other CD8	CXCR1	0.5808559082696392	NA
P11	NA	Baseline	exhausted CD8	CCR4	2.9358108970272343	NA
P11	NA	Baseline	exhausted CD8	CCR6	3.8028217010420713	NA
P11	NA	Baseline	other CD8	CXCR3	5.217667297783034	NA
P12	poor	Baseline	other CD8	CXCR4	7.492285321548823	NR
P12	poor	Baseline	Treg	CXCR1	0	NR
P12	poor	Baseline	other CD8	CXCR3	4.873088605482092	NR
P12	poor	Baseline	exhausted CD8	ACKR3	0	NR
P12	poor	Baseline	NK	CXCR3	4.47117293419886	NR
P12	poor	Baseline	exhausted CD8	CX3CR1	0.5837261197922434	NR
P12	poor	Baseline	exhausted CD8	CXCR4	6.90994036329092	NR
P12	poor	Baseline	NK	CXCR2	1.408014326463003	NR
P12	poor	Baseline	other CD8	ACKR3	1.7793882114934862	NR
P12	poor	Baseline	exhausted CD8	CCR2	0.5837261197922434	NR
P12	poor	Baseline	other CD8	CXCR2	0	NR
P12	poor	Baseline	exhausted CD8	CXCR2	1.2173186057865122	NR
P12	poor	Baseline	NK	CXCR1	0.7076794477056252	NR
P12	poor	Baseline	exhausted CD8	CXCR1	0	NR
P12	poor	Treat	exhausted CD8	CXCR2	0	NR
P12	poor	Baseline	other CD8	CCR6	4.957365205190715	NR
P12	poor	Baseline	exhausted CD8	CXCR3	4.5405952166288035	NR
P12	poor	Baseline	Treg	CX3CR1	1.9258195001924956	NR
P12	poor	Baseline	NK	CCR4	1.6325892385860694	NR
P12	poor	Treat	exhausted CD8	CXCR3	4.845222341731757	NR
P12	poor	Baseline	other CD8	CX3CR1	2.220331418366584	NR
P12	poor	Baseline	NK	CCR6	3.0720234124064643	NR
P12	poor	Treat	Treg	CX3CR1	0.9873052903140491	NR
P12	poor	Baseline	Treg	CXCR2	0	NR
P12	poor	Treat	cytotoxic CD8	CX3CR1	1.972230048864796	NR
P12	poor	Baseline	other CD8	CXCR1	0	NR
P12	poor	Baseline	other CD8	CCR4	3.9172552354266608	NR
P12	poor	Baseline	other CD8	CCR2	1.7793882114934862	NR
P12	poor	Baseline	NK	CXCR4	7.643647707977233	NR
P12	poor	Baseline	cytotoxic CD8	CCR2	1.372505620435922	NR
P12	poor	Baseline	cytotoxic CD8	CXCR2	0.6331673547762415	NR
P12	poor	Baseline	Treg	CXCR3	4.293259232775012	NR
P12	poor	Treat	exhausted CD8	CXCR1	0	NR
P12	poor	Baseline	NK	CCR5	2.511389871773026	NR
P12	poor	Treat	cytotoxic CD8	ACKR3	0	NR
P12	poor	Treat	Treg	ACKR3	1.2601607398654475	NR
P12	poor	Baseline	Treg	CCR2	1.2072596484194755	NR
P12	poor	Baseline	exhausted CD8	CCR4	4.075289600264636	NR
P12	poor	Baseline	Treg	CCR4	4.782374748554196	NR
P12	poor	Baseline	NK	CX3CR1	3.3236391982267426	NR
