patient	mandard_group	sample_type	cellgp	gene	logcpm	response
P26	good	Baseline	exhausted CD8	CCR2	0.4901289202086086	WR
P26	good	Baseline	NK	CCR4	2.816715606971472	WR
P26	good	Baseline	exhausted CD8	CCR5	3.7844580910771004	WR
P26	good	Baseline	exhausted CD8	CXCR1	0	WR
P26	good	Treat	exhausted CD8	CX3CR1	0	WR
P26	good	Baseline	NK	CX3CR1	1.4609056305311918	WR
P26	good	Baseline	NK	CXCR3	5.139499645494415	WR
P26	good	Treat	cytotoxic CD8	CCR2	1.7197704572648107	WR
P26	good	Baseline	cytotoxic CD8	CCR6	4.476857145602056	WR
P26	good	Baseline	cytotoxic CD8	CCR4	3.0748906201304274	WR
P26	good	Treat	cytotoxic CD8	ACKR3	0.8535697546707388	WR
P26	good	Baseline	other CD8	CXCR3	4.757522382840181	WR
P26	good	Baseline	Treg	CXCR2	0.18034856746018407	WR
P26	good	Baseline	other CD8	CCR6	4.569274416183216	WR
P26	good	Baseline	Treg	CX3CR1	1.4724240509099518	WR
P26	good	Baseline	Treg	CXCR4	6.305650474749613	WR
P26	good	Baseline	Treg	ACKR3	1.0219877707810008	WR
P26	good	Treat	exhausted CD8	CXCR2	0	WR
P26	good	Treat	Treg	CCR6	5.820019698437753	WR
P26	good	Treat	NK	CXCR4	7.878965672407777	WR
P26	good	Baseline	NK	CXCR1	0.9764184590768917	WR
P26	good	Treat	Treg	CXCR3	4.471176147387627	WR
P26	good	Treat	Treg	CXCR4	7.754641733626014	WR
P26	good	Treat	cytotoxic CD8	CXCR3	4.775307805137699	WR
P26	good	Treat	cytotoxic CD8	CXCR4	8.043436649746772	WR
P26	good	Baseline	other CD8	CCR5	3.5352885841701553	WR
P26	good	Baseline	other CD8	CCR4	3.6570163809033063	WR
P26	good	Treat	NK	CCR5	1.1620424959588167	WR
P26	good	Treat	NK	CCR4	4.235411683936893	WR
P26	good	Treat	exhausted CD8	CXCR3	3.3919670576496963	WR
P26	good	Treat	exhausted CD8	CXCR1	0	WR
P26	good	Treat	Treg	CCR2	0.9230016916270937	WR
P26	good	Treat	NK	ACKR3	0	WR
P26	good	Baseline	cytotoxic CD8	CCR5	3.9817627372390354	WR
P26	good	Treat	NK	CXCR2	1.6850852615507075	WR
P26	good	Treat	cytotoxic CD8	CCR6	3.554489015564257	WR
P26	good	Baseline	cytotoxic CD8	CCR2	1.429483299162778	WR
P26	good	Treat	Treg	ACKR3	0.564413921816671	WR
P26	good	Baseline	other CD8	CXCR1	0	WR
P26	good	Baseline	cytotoxic CD8	CXCR2	0.18109896662414907	WR
P26	good	Treat	NK	CCR6	5.269341963401995	WR
P26	good	Treat	NK	CCR2	0	WR
P26	good	Treat	exhausted CD8	CXCR4	7.890469457579377	WR
P26	good	Baseline	exhausted CD8	CX3CR1	0.3518423996151091	WR
P26	good	Baseline	exhausted CD8	CXCR4	6.774879151906115	WR
P26	good	Baseline	exhausted CD8	ACKR3	0.4901289202086086	WR
P26	good	Treat	NK	CXCR3	3.5247954889715767	WR
P26	good	Treat	Treg	CCR4	4.762496851579028	WR
P26	good	Treat	cytotoxic CD8	CXCR2	0.7316036564472652	WR
P26	good	Treat	Treg	CCR5	3.0310434159583526	WR
P26	good	Treat	cytotoxic CD8	CXCR1	0.43126637217846164	WR
P26	good	Treat	exhausted CD8	CCR2	1.9476338422387645	WR
P26	good	Treat	exhausted CD8	CCR4	1.9476338422387645	WR
P26	good	Baseline	other CD8	CCR2	1.1694830757243881	WR
P26	good	Treat	exhausted CD8	ACKR3	0	WR
P26	good	Treat	Treg	CXCR1	0	WR
P26	good	Treat	exhausted CD8	CCR6	3.3692372499628864	WR
P26	good	Treat	exhausted CD8	CCR5	3.9337969330708926	WR
P26	good	Baseline	exhausted CD8	CXCR3	4.320370127953955	WR
P27	good	Treat	Treg	CXCR3	4.170284209274509	WR
P27	good	Baseline	cytotoxic CD8	CXCR1	0	WR
P27	good	Treat	Treg	CXCR2	0	WR
P27	good	Baseline	Treg	ACKR3	1.5352019149540752	WR
P27	good	Baseline	other CD8	CCR6	4.9457851367590004	WR
P27	good	Baseline	cytotoxic CD8	ACKR3	0.696110168383657	WR
P27	good	Treat	exhausted CD8	CCR6	0	WR
P27	good	Baseline	NK	CCR5	1.1212447719343719	WR
P27	good	Baseline	cytotoxic CD8	CX3CR1	1.3907355571091604	WR
P27	good	Treat	exhausted CD8	CCR5	1.69659771598918	WR
P27	good	Baseline	other CD8	CCR5	3.4139659227051915	WR
P27	good	Treat	exhausted CD8	CCR2	0	WR
P27	good	Treat	exhausted CD8	CCR4	0	WR
P27	good	Baseline	cytotoxic CD8	CCR6	4.18021372267191	WR
P27	good	Baseline	cytotoxic CD8	CXCR4	7.632849984793715	WR
P27	good	Baseline	other CD8	CXCR2	0	WR
P27	good	Baseline	NK	CCR2	0	WR
P27	good	Treat	exhausted CD8	ACKR3	1.69659771598918	WR
P27	good	Treat	NK	CXCR1	0	WR
P27	good	Baseline	NK	CCR4	0	WR
P27	good	Baseline	other CD8	CXCR3	4.6429407397784965	WR
P27	good	Baseline	exhausted CD8	ACKR3	0.44066743149609955	WR
P27	good	Baseline	exhausted CD8	CXCR4	7.21447836516686	WR
P27	good	Baseline	cytotoxic CD8	CCR2	0.919845265201835	WR
P27	good	Baseline	cytotoxic CD8	CCR4	1.8375542802178106	WR
P27	good	Treat	Treg	CX3CR1	0	WR
P27	good	Baseline	cytotoxic CD8	CXCR2	0.40744140848001403	WR
P27	good	Baseline	cytotoxic CD8	CXCR3	4.650251391447188	WR
P27	good	Treat	Treg	CXCR1	0	WR
P27	good	Baseline	Treg	CX3CR1	1.4534941426116024	WR
P27	good	Baseline	Treg	CXCR4	6.181257742463792	WR
P27	good	Baseline	exhausted CD8	CCR4	1.5843677109001808	WR
P27	good	Baseline	other CD8	CXCR1	0	WR
P27	good	Treat	exhausted CD8	CXCR4	8.166423786866321	WR
P27	good	Baseline	NK	CXCR4	7.584928915909272	WR
P27	good	Baseline	other CD8	CCR2	0	WR
P27	good	Baseline	other CD8	CCR4	3.4139659227051915	WR
P27	good	Treat	Treg	ACKR3	0	WR
P27	good	Baseline	Treg	CXCR3	4.728994434937012	WR
P27	good	Baseline	Treg	CCR6	6.015332145436408	WR
P27	good	Baseline	cytotoxic CD8	CCR5	3.596193838611362	WR
P27	good	Baseline	Treg	CXCR2	0	WR
P27	good	Treat	Treg	CCR5	2.4976108835403035	WR
P27	good	Treat	NK	CXCR2	0	WR
P27	good	Baseline	exhausted CD8	CCR2	0.31419930727359946	WR
P27	good	Treat	NK	CCR5	2.233388874130849	WR
P27	good	Treat	exhausted CD8	CXCR2	0	WR
P27	good	Baseline	exhausted CD8	CCR6	3.0675190221506545	WR
P27	good	Baseline	exhausted CD8	CX3CR1	0	WR
P27	good	Baseline	exhausted CD8	CXCR3	4.192033693990654	WR
P27	good	Treat	NK	CX3CR1	3.5358955820033677	WR
P27	good	Baseline	Treg	CCR5	2.672517822221846	WR
P27	good	Baseline	Treg	CCR4	4.192627647637602	WR
P27	good	Treat	exhausted CD8	CXCR1	0	WR
P27	good	Treat	Treg	CCR6	5.801582463129423	WR
P27	good	Baseline	Treg	CXCR1	0	WR
P27	good	Baseline	exhausted CD8	CCR5	3.2899447839279308	WR
P27	good	Treat	cytotoxic CD8	CX3CR1	1.1373142656695399	WR
P27	good	Treat	NK	CCR6	3.875596928414976	WR
P27	good	Treat	NK	CCR4	1.3289684877396135	WR
P27	good	Baseline	other CD8	CX3CR1	0	WR
P27	good	Baseline	NK	ACKR3	0	WR
P27	good	Treat	Treg	CCR2	0	WR
P27	good	Treat	Treg	CXCR4	7.620160709432369	WR
P27	good	Treat	NK	ACKR3	0	WR
P27	good	Treat	cytotoxic CD8	ACKR3	0.3532425347637179	WR
P27	good	Treat	NK	CXCR3	4.46695930596633	WR
P27	good	Treat	Treg	CCR4	4.21833848993511	WR
P27	good	Treat	cytotoxic CD8	CXCR4	8.179147404225072	WR
P27	good	Treat	NK	CCR2	0	WR
P27	good	Baseline	Treg	CCR2	0.7384449836633507	WR
P27	good	Treat	cytotoxic CD8	CXCR2	0	WR
P27	good	Treat	exhausted CD8	CXCR3	4.45028962348219	WR
P27	good	Treat	cytotoxic CD8	CXCR3	4.643942369696022	WR
P27	good	Treat	NK	CXCR4	7.98495408769281	WR
P27	good	Baseline	NK	CXCR3	4.648551282350041	WR
P27	good	Baseline	exhausted CD8	CXCR1	0	WR
P27	good	Treat	cytotoxic CD8	CCR2	0.9912889480504954	WR
P27	good	Baseline	exhausted CD8	CXCR2	0.16938937603901486	WR
P27	good	Baseline	other CD8	ACKR3	0	WR
P27	good	Treat	cytotoxic CD8	CCR4	2.1548011932289373	WR
P27	good	Baseline	NK	CX3CR1	2.227288806608529	WR
P27	good	Baseline	NK	CXCR2	0	WR
P27	good	Treat	cytotoxic CD8	CXCR1	0	WR
P27	good	Treat	exhausted CD8	CX3CR1	0	WR
P27	good	Treat	cytotoxic CD8	CCR5	2.9989988158999843	WR
P27	good	Baseline	NK	CCR6	2.596152045960848	WR
P27	good	Baseline	NK	CXCR1	0	WR
P27	good	Treat	cytotoxic CD8	CCR6	2.933559404769965	WR
P27	good	Baseline	other CD8	CXCR4	7.113015988928163	WR
P28	good	Baseline	cytotoxic CD8	CCR2	2.4360840628683746	WR
P28	good	Baseline	NK	CXCR1	1.2135060594082214	WR
P28	good	Baseline	exhausted CD8	CX3CR1	0.48920521763255154	WR
P28	good	Baseline	NK	CXCR3	4.329416536897261	WR
P28	good	Baseline	exhausted CD8	CCR4	2.5143318821016236	WR
P28	good	Treat	exhausted CD8	CXCR2	0	WR
P28	good	Baseline	cytotoxic CD8	CCR4	2.31886943432487	WR
P28	good	Treat	cytotoxic CD8	CX3CR1	0.42905890403603303	WR
P28	good	Treat	cytotoxic CD8	CXCR4	8.633333755302564	WR
P28	good	Treat	cytotoxic CD8	CXCR3	4.38577088608093	WR
P28	good	Baseline	cytotoxic CD8	CCR5	3.454819993313586	WR
P28	good	Baseline	exhausted CD8	CCR5	3.7821265788031146	WR
P28	good	Baseline	NK	CXCR2	2.3476589523825955	WR
P28	good	Treat	exhausted CD8	CCR4	2.1520283068910726	WR
P28	good	Baseline	other CD8	CCR6	5.006693495358244	WR
P28	good	Treat	exhausted CD8	CXCR1	0	WR
P28	good	Treat	cytotoxic CD8	ACKR3	0.9583667845422443	WR
P28	good	Treat	exhausted CD8	CX3CR1	0	WR
P28	good	Baseline	other CD8	CXCR3	4.531230723691236	WR
P28	good	Baseline	exhausted CD8	CCR2	0.6105039940062345	WR
P28	good	Treat	exhausted CD8	ACKR3	1.2624576132687066	WR
P28	good	Treat	exhausted CD8	CCR5	2.8605781778654467	WR
P28	good	Treat	exhausted CD8	CCR2	0	WR
P28	good	Baseline	cytotoxic CD8	CXCR4	8.105532066811097	WR
P28	good	Treat	Treg	CXCR4	7.870731133096407	WR
P28	good	Treat	Treg	CXCR3	4.4158320995983384	WR
P28	good	Baseline	Treg	CCR4	4.81710268148339	WR
P28	good	Baseline	exhausted CD8	CXCR3	3.7724997441569554	WR
P28	good	Baseline	cytotoxic CD8	ACKR3	0	WR
P28	good	Baseline	Treg	CCR5	3.3602855378974543	WR
P28	good	Baseline	other CD8	CCR2	1.5115094669723987	WR
P28	good	Baseline	Treg	CCR6	6.078392728607143	WR
P28	good	Baseline	exhausted CD8	CXCR4	7.525831694939756	WR
P28	good	Baseline	other CD8	CCR5	3.8487934034892657	WR
P28	good	Treat	NK	CCR2	0	WR
P28	good	Treat	Treg	CXCR2	0	WR
P28	good	Baseline	Treg	CCR2	1.7857118279233097	WR
P28	good	Baseline	cytotoxic CD8	CXCR3	4.907513656982389	WR
P28	good	Baseline	other CD8	ACKR3	2.451066019858355	WR
P28	good	Baseline	other CD8	CX3CR1	0	WR
P28	good	Baseline	other CD8	CXCR2	0	WR
P28	good	Baseline	other CD8	CXCR1	0	WR
P28	good	Treat	exhausted CD8	CXCR4	8.340120414443168	WR
P28	good	Baseline	Treg	CXCR1	0.22169544944924693	WR
P28	good	Treat	Treg	CCR6	6.126208150679257	WR
P28	good	Baseline	NK	CCR6	2.5514988436447195	WR
P28	good	Treat	Treg	CXCR1	0.4791285481892654	WR
P28	good	Baseline	other CD8	CXCR4	7.6361109894938455	WR
P28	good	Baseline	exhausted CD8	ACKR3	0.48920521763255154	WR
P28	good	Treat	NK	CX3CR1	3.771970971154038	WR
P28	good	Baseline	exhausted CD8	CXCR1	0	WR
P28	good	Baseline	other CD8	CCR4	3.770524573895857	WR
P28	good	Treat	cytotoxic CD8	CCR4	2.5484957312122667	WR
P28	good	Treat	Treg	CCR2	1.87671319995084	WR
P28	good	Treat	Treg	CCR4	4.541321233861608	WR
P28	good	Treat	Treg	CCR5	2.4902258381674574	WR
P28	good	Baseline	NK	CCR5	3.1723797258840785	WR
P28	good	Baseline	cytotoxic CD8	CXCR2	1.1669070627427434	WR
P28	good	Baseline	NK	CCR4	1.423995588500109	WR
P28	good	Baseline	cytotoxic CD8	CCR6	3.594367705106007	WR
P28	good	Treat	cytotoxic CD8	CXCR1	0	WR
P28	good	Treat	cytotoxic CD8	CCR6	3.959629683534389	WR
P28	good	Baseline	cytotoxic CD8	CXCR1	0.2746014586836654	WR
P28	good	Treat	exhausted CD8	CCR6	3.486647085629795	WR
P28	good	Baseline	exhausted CD8	CXCR2	0.35113534830758936	WR
P28	good	Baseline	NK	CX3CR1	4.31897457979292	WR
P28	good	Baseline	Treg	CX3CR1	1.9747446344684336	WR
P28	good	Treat	cytotoxic CD8	CCR5	3.1571741457871525	WR
P28	good	Baseline	cytotoxic CD8	CX3CR1	2.6130245042831564	WR
P28	good	Treat	cytotoxic CD8	CXCR2	0	WR
P28	good	Treat	Treg	CX3CR1	0	WR
P28	good	Baseline	exhausted CD8	CCR6	3.8692360679619333	WR
P28	good	Treat	NK	CCR6	4.273551319531893	WR
P28	good	Baseline	NK	CCR2	0	WR
P28	good	Treat	NK	ACKR3	1.2117036774288215	WR
P28	good	Treat	exhausted CD8	CXCR3	4.310648666982905	WR
P28	good	Treat	cytotoxic CD8	CCR2	1.4386185075478717	WR
P28	good	Baseline	NK	ACKR3	0.5813330711822446	WR
P28	good	Treat	NK	CXCR2	2.8630245100755776	WR
P28	good	Treat	Treg	ACKR3	0.4791285481892654	WR
P28	good	Treat	NK	CXCR3	3.6570596423329196	WR
P28	good	Baseline	Treg	CXCR4	6.9891978322725254	WR
P28	good	Treat	NK	CXCR4	8.275558075831634	WR
P28	good	Baseline	Treg	ACKR3	1.441370766973899	WR
P28	good	Treat	NK	CCR5	1.2117036774288215	WR
P28	good	Baseline	NK	CXCR4	7.706509532201059	WR
P28	good	Treat	NK	CXCR1	1.743690017651915	WR
P28	good	Baseline	Treg	CXCR3	4.498168806989531	WR
P28	good	Treat	NK	CCR4	2.5491337076592018	WR
P28	good	Baseline	Treg	CXCR2	0	WR
P29	NA	Baseline	Treg	CCR6	5.802048532462879	NA
P29	NA	Baseline	other CD8	ACKR3	1.190214103408157	NA
P29	NA	Baseline	Treg	CCR2	1.209538646483304	NA
P29	NA	Baseline	NK	CCR2	0.443005151337492	NA
P29	NA	Baseline	other CD8	CCR5	3.07223327936065	NA
P29	NA	Baseline	exhausted CD8	ACKR3	0.6456050296670055	NA
P29	NA	Baseline	cytotoxic CD8	CX3CR1	1.3081806765562267	NA
P29	NA	Baseline	cytotoxic CD8	CXCR4	8.235390772510037	NA
P29	NA	Baseline	Treg	CXCR1	0.21122787011430766	NA
P29	NA	Baseline	NK	CXCR2	0.9828800502159275	NA
P29	NA	Baseline	exhausted CD8	CXCR3	4.123554069031344	NA
P29	NA	Baseline	cytotoxic CD8	CXCR1	0	NA
P29	NA	Baseline	Treg	CXCR2	0.21122787011430766	NA
P29	NA	Baseline	NK	CCR6	2.5419946325269906	NA
P29	NA	Baseline	other CD8	CCR4	2.8340656516875375	NA
P29	NA	Baseline	exhausted CD8	CXCR1	0	NA
P29	NA	Baseline	exhausted CD8	CXCR2	0	NA
P29	NA	Baseline	exhausted CD8	CXCR4	7.261650502842439	NA
P29	NA	Baseline	exhausted CD8	CCR6	3.9647484968474904	NA
P29	NA	Baseline	other CD8	CXCR2	0	NA
P29	NA	Baseline	Treg	ACKR3	1.3408589915744054	NA
P29	NA	Baseline	NK	CX3CR1	1.9644772691749568	NA
P29	NA	Baseline	NK	CXCR1	0	NA
P29	NA	Baseline	NK	CCR4	2.109721520688099	NA
P29	NA	Baseline	NK	ACKR3	0	NA
P29	NA	Baseline	other CD8	CXCR4	7.886718049627073	NA
P29	NA	Baseline	Treg	CXCR3	5.066258170721105	NA
P29	NA	Baseline	other CD8	CCR2	1.190214103408157	NA
P29	NA	Baseline	Treg	CCR4	4.3279877876614625	NA
P29	NA	Baseline	other CD8	CXCR1	0	NA
P29	NA	Baseline	cytotoxic CD8	ACKR3	0.4317093115941096	NA
P29	NA	Baseline	NK	CCR5	2.809803217164754	NA
P29	NA	Baseline	other CD8	CXCR3	4.748311220628995	NA
P29	NA	Baseline	NK	CXCR4	7.388232403376662	NA
P29	NA	Baseline	exhausted CD8	CX3CR1	0.26419350241514766	NA
P29	NA	Baseline	other CD8	CCR6	4.9291873468994405	NA
P29	NA	Baseline	Treg	CXCR4	7.101395178045146	NA
P29	NA	Baseline	other CD8	CX3CR1	0	NA
P29	NA	Baseline	cytotoxic CD8	CXCR3	4.821042021303151	NA
P29	NA	Baseline	cytotoxic CD8	CXCR2	0.23897257770661656	NA
P29	NA	Baseline	exhausted CD8	CCR2	0.6456050296670055	NA
P29	NA	Baseline	exhausted CD8	CCR5	3.4889005037965775	NA
P29	NA	Baseline	Treg	CCR5	3.264450737334048	NA
P29	NA	Baseline	NK	CXCR3	4.3339695216618965	NA
P29	NA	Baseline	cytotoxic CD8	CCR2	1.4444039490171634	NA
P29	NA	Baseline	cytotoxic CD8	CCR6	3.209029371166026	NA
P29	NA	Baseline	cytotoxic CD8	CCR4	2.655158567280513	NA
P29	NA	Baseline	exhausted CD8	CCR4	2.3680137747146883	NA
P29	NA	Baseline	cytotoxic CD8	CCR5	3.2825884767087605	NA
P29	NA	Baseline	Treg	CX3CR1	0.7774740521101168	NA
P30	NA	Baseline	cytotoxic CD8	CXCR3	5.039990012487182	NA
P30	NA	Baseline	NK	CCR4	2.5059597676550207	NA
P30	NA	Baseline	other CD8	CXCR3	4.470465005000365	NA
P30	NA	Baseline	cytotoxic CD8	ACKR3	0.6140455905339959	NA
P30	NA	Baseline	Treg	CCR6	5.678722548696298	NA
P30	NA	Baseline	exhausted CD8	CX3CR1	0.47137562082039164	NA
P30	NA	Baseline	exhausted CD8	CCR4	2.0313226278303995	NA
P30	NA	Baseline	NK	CCR6	2.660380969953644	NA
P30	NA	Baseline	NK	CXCR3	4.801878093227357	NA
P30	NA	Baseline	other CD8	CCR6	4.138559124300043	NA
P30	NA	Baseline	other CD8	CXCR2	0	NA
P30	NA	Baseline	NK	CXCR1	1.8109168779122446	NA
P30	NA	Baseline	cytotoxic CD8	CXCR4	7.880643899892586	NA
P30	NA	Baseline	NK	CX3CR1	3.4233862024510486	NA
P30	NA	Baseline	exhausted CD8	ACKR3	0.7904523627476099	NA
P30	NA	Baseline	Treg	CCR5	2.8011897552197182	NA
P30	NA	Baseline	Treg	ACKR3	1.5022805477983172	NA
P30	NA	Baseline	Treg	CCR4	4.301785528249762	NA
P30	NA	Baseline	NK	CXCR4	7.685872430765504	NA
P30	NA	Baseline	NK	CCR5	1.8109168779122446	NA
P30	NA	Baseline	other CD8	CXCR1	0	NA
P30	NA	Baseline	Treg	CXCR2	0	NA
P30	NA	Baseline	other CD8	CCR5	3.3593532676743614	NA
P30	NA	Baseline	exhausted CD8	CXCR4	7.296533603703993	NA
P30	NA	Baseline	exhausted CD8	CXCR1	0	NA
P30	NA	Baseline	Treg	CCR2	0.8096470822009341	NA
P30	NA	Baseline	NK	CCR2	0	NA
P30	NA	Baseline	other CD8	CCR2	0	NA
P30	NA	Baseline	NK	CXCR2	1.9656095557393218	NA
P30	NA	Baseline	Treg	CXCR4	6.752295967892045	NA
P30	NA	Baseline	Treg	CXCR3	4.516781873896408	NA
P30	NA	Baseline	Treg	CX3CR1	1.6075896774422358	NA
P30	NA	Baseline	other CD8	CX3CR1	1.407473437143508	NA
P30	NA	Baseline	other CD8	CCR4	3.8561782459532954	NA
P30	NA	Baseline	exhausted CD8	CCR2	1.3890364644870725	NA
P30	NA	Baseline	cytotoxic CD8	CCR2	0.9916891541991368	NA
P30	NA	Baseline	NK	ACKR3	1.1139674636636332	NA
P30	NA	Baseline	exhausted CD8	CCR6	2.915806864407376	NA
P30	NA	Baseline	other CD8	CXCR4	7.221053606704579	NA
P30	NA	Baseline	cytotoxic CD8	CCR5	3.20846094316202	NA
P30	NA	Baseline	exhausted CD8	CXCR3	3.581500463806939	NA
P30	NA	Baseline	cytotoxic CD8	CCR6	3.2640072145222505	NA
P30	NA	Baseline	cytotoxic CD8	CXCR1	0	NA
P30	NA	Baseline	cytotoxic CD8	CXCR2	0	NA
P30	NA	Baseline	cytotoxic CD8	CCR4	2.4136527726674015	NA
P30	NA	Baseline	exhausted CD8	CXCR2	0	NA
P30	NA	Baseline	other CD8	ACKR3	1.407473437143508	NA
P30	NA	Baseline	Treg	CXCR1	0	NA
P30	NA	Baseline	cytotoxic CD8	CX3CR1	1.3419001186664286	NA
P30	NA	Baseline	exhausted CD8	CCR5	2.915806864407376	NA
P31	poor	Baseline	NK	CXCR3	5.032250906949423	NR
P31	poor	Baseline	NK	CXCR1	0	NR
P31	poor	Baseline	Treg	CXCR2	0	NR
P31	poor	Baseline	exhausted CD8	CCR5	3.8512327980230396	NR
P31	poor	Baseline	NK	CCR5	3.124738683816275	NR
P31	poor	Baseline	Treg	CCR2	2.601726681881807	NR
P31	poor	Baseline	NK	ACKR3	0	NR
P31	poor	Baseline	NK	CCR4	0	NR
P31	poor	Baseline	Treg	CXCR1	0	NR
P31	poor	Baseline	cytotoxic CD8	CX3CR1	1.8672610041138666	NR
P31	poor	Baseline	exhausted CD8	CXCR2	0	NR
P31	poor	Baseline	exhausted CD8	CXCR3	5.0120033138858995	NR
P31	poor	Baseline	NK	CCR2	0	NR
P31	poor	Baseline	Treg	CCR6	5.524417001114381	NR
P31	poor	Baseline	exhausted CD8	ACKR3	1.0445225533065703	NR
P31	poor	Baseline	exhausted CD8	CXCR1	0	NR
P31	poor	Baseline	exhausted CD8	CCR4	1.0445225533065703	NR
P31	poor	Baseline	cytotoxic CD8	CCR2	1.317821349730697	NR
P31	poor	Baseline	cytotoxic CD8	ACKR3	0	NR
P31	poor	Baseline	NK	CXCR2	1.5316186434242274	NR
P31	poor	Baseline	cytotoxic CD8	CCR5	4.1994039061461725	NR
P31	poor	Baseline	Treg	CCR4	3.800074614715291	NR
P31	poor	Baseline	Treg	CXCR3	5.66365860903557	NR
P31	poor	Baseline	NK	CX3CR1	2.741009830652341	NR
P31	poor	Baseline	exhausted CD8	CX3CR1	0	NR
P31	poor	Baseline	cytotoxic CD8	CCR4	1.317821349730697	NR
P31	poor	Baseline	Treg	CX3CR1	1.980104909124111	NR
P31	poor	Baseline	Treg	ACKR3	1.4162781767733603	NR
P31	poor	Baseline	Treg	CCR5	3.9308059530027806	NR
P31	poor	Baseline	cytotoxic CD8	CXCR2	0	NR
P31	poor	Baseline	NK	CCR6	0	NR
P31	poor	Baseline	exhausted CD8	CXCR4	7.423816485317114	NR
P31	poor	Baseline	NK	CXCR4	6.948478576479375	NR
P31	poor	Baseline	cytotoxic CD8	CXCR4	8.005075313240932	NR
P31	poor	Baseline	cytotoxic CD8	CCR6	1.8672610041138666	NR
P31	poor	Baseline	Treg	CXCR4	5.992923938452872	NR
P31	poor	Baseline	exhausted CD8	CCR2	2.124434637749777	NR
P31	poor	Baseline	cytotoxic CD8	CXCR3	5.216366263719572	NR
P31	poor	Baseline	exhausted CD8	CCR6	3.216734998693935	NR
P31	poor	Baseline	cytotoxic CD8	CXCR1	0	NR
P32	good	Baseline	Treg	ACKR3	1.5299844842821448	WR
P32	good	Baseline	Treg	CCR6	5.63028941791289	WR
P32	good	Baseline	cytotoxic CD8	ACKR3	0.38925136756347867	WR
P32	good	Baseline	NK	CXCR1	0.42029412471008293	WR
P32	good	Baseline	other CD8	CXCR2	2.0292121053152474	WR
P32	good	Baseline	Treg	CXCR4	6.553717218430437	WR
P32	good	Baseline	NK	CCR4	1.8284276774437938	WR
P32	good	Baseline	cytotoxic CD8	CXCR2	0.5387208515225209	WR
P32	good	Baseline	exhausted CD8	CCR5	3.6514879582252195	WR
P32	good	Baseline	cytotoxic CD8	CXCR4	8.038280841346426	WR
P32	good	Baseline	NK	CXCR3	5.0508526423900335	WR
P32	good	Baseline	cytotoxic CD8	CXCR1	0.21344688702721876	WR
P32	good	Baseline	other CD8	CXCR1	0.7425791723105588	WR
P32	good	Baseline	other CD8	CCR6	3.7577344493198823	WR
P32	good	Baseline	Treg	CXCR3	4.904310545088922	WR
P32	good	Baseline	other CD8	CCR2	0.7425791723105588	WR
P32	good	Baseline	NK	CCR2	0	WR
P32	good	Baseline	NK	CXCR4	7.677434096430692	WR
P32	good	Baseline	NK	CX3CR1	2.178850018726896	WR
P32	good	Baseline	Treg	CX3CR1	1.3262221990265397	WR
P32	good	Baseline	Treg	CXCR2	0	WR
P32	good	Baseline	exhausted CD8	CXCR3	4.5145260722124805	WR
P32	good	Baseline	other CD8	CCR5	3.7577344493198823	WR
P32	good	Baseline	NK	CXCR2	1.6446649197474628	WR
P32	good	Baseline	NK	ACKR3	1.2842744648721398	WR
P32	good	Baseline	other CD8	ACKR3	1.1639931240549166	WR
P32	good	Baseline	cytotoxic CD8	CCR2	0.8869140210862099	WR
P32	good	Baseline	Treg	CCR2	0	WR
P32	good	Baseline	exhausted CD8	CXCR4	6.514320659385335	WR
P32	good	Baseline	other CD8	CCR4	3.0876556856615762	WR
P32	good	Baseline	NK	CCR5	2.9318290231536874	WR
P32	good	Baseline	Treg	CXCR1	0.1929562374162532	WR
P32	good	Baseline	cytotoxic CD8	CX3CR1	1.8301193009194578	WR
P32	good	Baseline	exhausted CD8	CCR2	0.652273578266665	WR
P32	good	Baseline	Treg	CCR5	2.637814605148576	WR
P32	good	Baseline	cytotoxic CD8	CCR5	3.8279940998199615	WR
P32	good	Baseline	NK	CCR6	2.4824531947876065	WR
P32	good	Baseline	exhausted CD8	CCR6	3.7470431964125646	WR
P32	good	Baseline	cytotoxic CD8	CCR4	2.439670484652999	WR
P32	good	Baseline	exhausted CD8	ACKR3	0.4395061152151919	WR
P32	good	Baseline	Treg	CCR4	4.027543864577619	WR
P32	good	Baseline	other CD8	CX3CR1	1.1639931240549166	WR
P32	good	Baseline	exhausted CD8	CXCR1	0	WR
P32	good	Baseline	other CD8	CXCR3	5.058736042377914	WR
P32	good	Baseline	exhausted CD8	CXCR2	0.1688817990975179	WR
P32	good	Baseline	exhausted CD8	CCR4	2.5329625394415243	WR
P32	good	Baseline	other CD8	CXCR4	7.473611291208594	WR
P32	good	Baseline	cytotoxic CD8	CXCR3	5.129804323802752	WR
P32	good	Baseline	cytotoxic CD8	CCR6	3.2105925973370613	WR
P32	good	Baseline	exhausted CD8	CX3CR1	0.4395061152151919	WR
P33	poor	Treat	NK	CCR2	0	NR
P33	poor	Baseline	other CD8	CXCR1	0	NR
P33	poor	Baseline	cytotoxic CD8	CXCR4	7.534808464512538	NR
P33	poor	Baseline	other CD8	CCR6	4.794078459190905	NR
P33	poor	Baseline	other CD8	CCR5	3.7291587074730304	NR
P33	poor	Treat	Treg	CXCR3	5.202899124060109	NR
P33	poor	Baseline	other CD8	CXCR3	5.18487069698622	NR
